pdbcode,-log[Ki or Kd or IC50],dataset,binding constant type,data sign
2ccb,7.45,refined,Kd,=
4agl,3.65,refined,Kd,=
4mss,6.40,refined,Ki,=
1dhi,7.26,refined,Kd,=
3a1c,4.00,refined,Kd,=
1zoh,7.00,refined,Ki,=
4luz,4.70,refined,Kd,=
2wva,10.70,refined,Kd,=
2pql,7.28,refined,Kd,=
1tuf,4.05,refined,Ki,=
1b9j,5.96,refined,Kd,=
1ajq,4.31,refined,Ki,=
2ha3,3.03,refined,Kd,=
3lxk,9.80,refined,Kd,=
2bak,7.43,refined,Kd,=
4pmm,7.57,refined,Kd,=
2qi3,10.20,refined,Ki,=
2clk,3.79,refined,Kd,=
4mr6,6.60,refined,Kd,=
4o0a,6.72,refined,Kd,=
4qjo,7.40,refined,Kd,=
3d8y,3.40,refined,Ki,=
3n9r,7.15,refined,Ki,=
1d4k,9.22,refined,Ki,=
4jyb,6.96,refined,Kd,=
4emf,7.08,refined,Kd,=
3zpu,8.38,refined,Ki,=
3veh,4.96,refined,Ki,=
3rlb,9.92,refined,Kd,=
4lch,10.62,refined,Ki,=
3zdv,5.48,refined,Kd,=
4ykk,2.77,refined,Ki,=
3f8e,7.23,refined,Ki,=
2xei,10.62,refined,Ki,=
2hkf,6.38,refined,Kd,=
1met,9.40,refined,Ki,=
2oxy,6.52,refined,Ki,=
1ogz,5.85,refined,Kd,=
1syi,5.44,refined,Ki,=
1g7f,5.47,refined,Ki,=
4lps,5.74,refined,Kd,=
3u92,7.48,refined,Ki,=
3b26,6.64,refined,Kd,=
1c5y,4.20,refined,Ki,=
4e4l,8.77,refined,Ki,=
1nw4,9.07,refined,Kd,=
4m0r,5.21,refined,Ki,=
4io2,6.70,refined,Kd,=
2wk6,3.32,refined,Ki,=
1hvl,9.95,refined,Ki,=
4nnr,7.26,refined,Kd,=
4d1j,6.31,refined,Kd,=
3ip8,2.28,refined,Ki,=
3jyr,5.54,refined,Kd,=
2bq7,7.05,refined,Ki,=
4yml,8.35,refined,Ki,=
4nuc,6.04,refined,Ki,=
4lk7,5.04,refined,Kd,=
2zn7,7.89,refined,Ki,=
4ayq,7.33,refined,Kd,=
2we3,4.43,refined,Kd,=
3sug,6.21,refined,Ki,=
3rz8,8.17,refined,Kd,=
1m4h,9.52,refined,Ki,=
3qt6,5.37,refined,Ki,=
1d7i,3.60,refined,Kd,=
4jfs,5.27,refined,Ki,=
1oau,7.70,refined,Kd,=
4h81,5.12,refined,Kd,=
2g94,9.52,refined,Ki,=
3ip5,6.22,refined,Kd,=
4ajl,3.80,refined,Kd,=
4er1,6.62,refined,Ki,=
2epn,7.22,refined,Ki,=
1lpg,7.09,refined,Ki,=
1j36,7.74,refined,Ki,=
4ezx,5.80,refined,Kd,=
4x8u,2.46,refined,Ki,=
4azc,5.86,refined,Kd,=
2fqo,6.43,refined,Ki,=
1i9l,8.48,refined,Kd,=
1gwv,2.57,refined,Kd,=
2qfu,4.18,refined,Ki,=
2pwr,6.59,refined,Ki,=
2o4k,10.46,refined,Kd,=
3pn4,6.85,refined,Ki,=
2ovy,8.40,refined,Ki,=
4m14,6.70,refined,Kd,=
2zda,8.40,refined,Ki,=
5dqe,3.63,refined,Kd,=
4dhl,4.48,refined,Ki,=
1h22,9.10,refined,Ki,=
3syr,5.10,refined,Ki,=
4lj5,6.29,refined,Kd,=
4qfn,4.12,refined,Kd,=
1oif,7.72,refined,Kd,=
3ckb,2.98,refined,Kd,=
4kn1,6.84,refined,Kd,=
3djp,4.20,refined,Ki,=
2cc7,8.01,refined,Kd,=
3fh7,7.60,refined,Kd,=
4nja,6.22,refined,Kd,=
4p58,4.60,refined,Ki,=
2c94,6.82,refined,Kd,=
4j7d,4.70,refined,Kd,=
3l4y,7.00,refined,Ki,=
3oaf,8.80,refined,Ki,=
2jdk,6.54,refined,Kd,=
2web,5.12,refined,Ki,=
2fxu,8.15,refined,Kd,=
4uyf,7.60,refined,Kd,=
4gr3,7.81,refined,Ki,=
4fsl,7.70,refined,Ki,=
4gfm,7.22,refined,Ki,=
4tim,2.16,refined,Ki,=
2c3i,7.60,refined,Kd,=
2ihj,4.59,refined,Ki,=
2v88,4.09,refined,Kd,=
4k9y,6.95,refined,Kd,=
4egk,7.72,refined,Kd,=
1n4k,10.05,refined,Kd,=
8a3h,4.06,refined,Ki,=
4i71,7.74,refined,Ki,=
4jwk,8.32,refined,Kd,=
4xmr,4.07,refined,Kd,=
2g9q,6.40,refined,Ki,=
3evd,6.91,refined,Kd,=
1g7q,6.06,refined,Kd,=
4pnu,4.89,refined,Kd,=
4jn2,11.68,refined,Kd,=
4xy8,6.40,refined,Kd,=
1wvj,6.73,refined,Ki,=
8cpa,9.15,refined,Ki,=
4oak,4.22,refined,Ki,=
3q44,6.31,refined,Ki,=
1ksn,9.40,refined,Ki,=
3hub,8.09,refined,Kd,=
3si4,3.88,refined,Ki,=
4djy,8.27,refined,Ki,=
4zip,9.68,refined,Ki,=
1bnw,9.08,refined,Kd,=
2xc0,6.72,refined,Ki,=
2q88,5.80,refined,Kd,=
3mz6,7.20,refined,Ki,=
3c79,7.20,refined,Kd,=
4r4c,5.54,refined,Kd,=
4jfm,5.48,refined,Kd,=
3afk,3.60,refined,Kd,=
3rsx,4.41,refined,Kd,=
3cs7,10.68,refined,Ki,=
2a4m,4.52,refined,Kd,=
4pft,8.64,refined,Kd,=
2qd6,8.68,refined,Ki,=
3aid,6.86,refined,Ki,=
4nl1,3.89,refined,Kd,=
4k6i,6.20,refined,Kd,=
4ury,2.22,refined,Kd,=
3sk2,3.61,refined,Kd,=
4bco,6.88,refined,Ki,=
1ajp,2.23,refined,Ki,=
4lm0,3.25,refined,Ki,=
4mjo,6.22,refined,Kd,=
5c2h,11.09,refined,Ki,=
3o84,7.24,refined,Kd,=
3pfp,6.44,refined,Ki,=
2xej,8.87,refined,Ki,=
4e0x,7.12,refined,Ki,=
4gfo,6.62,refined,Ki,=
4hwp,7.76,refined,Ki,=
2uy3,3.22,refined,Ki,=
3dgo,6.74,refined,Kd,=
3cm2,6.47,refined,Ki,=
4mc2,8.19,refined,Ki,=
1y3p,4.82,refined,Kd,=
3suu,8.52,refined,Ki,=
1k1l,6.90,refined,Kd,=
4ca6,6.74,refined,Ki,=
1x39,9.22,refined,Ki,=
2xib,7.26,refined,Kd,=
4qfo,4.27,refined,Kd,=
3i9g,8.96,refined,Kd,=
4cga,6.40,refined,Kd,=
1ql9,5.35,refined,Ki,=
1g30,6.85,refined,Ki,=
3o56,9.10,refined,Kd,=
4ks4,7.14,refined,Ki,=
4b1j,7.30,refined,Kd,=
2ov4,4.74,refined,Kd,=
2qtg,5.08,refined,Ki,=
3cr5,4.19,refined,Kd,=
4s1g,9.22,refined,Ki,=
4re4,6.87,refined,Ki,=
3gtc,2.35,refined,Ki,=
4q4p,6.39,refined,Kd,=
4llp,4.80,refined,Ki,=
3ibn,7.61,refined,Ki,=
4zzx,6.90,refined,Kd,=
4q09,8.17,refined,Kd,=
3g08,8.16,refined,Kd,=
1c5q,6.36,refined,Ki,=
2o4l,9.22,refined,Kd,=
1hvj,11.40,refined,Ki,=
4jne,5.86,refined,Kd,=
1m7d,6.23,refined,Kd,=
1upf,4.60,refined,Ki,=
4na9,7.39,refined,Ki,=
1dhj,6.55,refined,Kd,=
2zkj,5.48,refined,Kd,=
2uyq,5.68,refined,Kd,=
4i7k,3.04,refined,Kd,=
3zdg,7.10,refined,Ki,=
4or6,5.31,refined,Kd,=
1qbu,10.24,refined,Ki,=
3gy7,4.52,refined,Kd,=
1tom,8.30,refined,Ki,=
3jdw,3.60,refined,Ki,=
2wf5,6.00,refined,Kd,=
1f8e,4.82,refined,Ki,=
4xmb,7.36,refined,Kd,=
3rlp,7.08,refined,Kd,=
4b7p,9.46,refined,Kd,=
1o7o,4.49,refined,Kd,=
4wkb,11.57,refined,Ki,=
3c2o,3.35,refined,Kd,=
4avs,3.49,refined,Kd,=
2qg2,5.40,refined,Ki,=
3uzj,5.55,refined,Ki,=
4b9z,4.09,refined,Ki,=
3f78,3.10,refined,Kd,=
1qin,8.00,refined,Ki,=
2q54,9.01,refined,Ki,=
2vpn,6.72,refined,Kd,=
4yes,8.02,refined,Ki,=
3c8b,6.10,refined,Ki,=
2bal,6.31,refined,Kd,=
2qmg,9.15,refined,Ki,=
3bgc,5.02,refined,Ki,=
2q7q,5.30,refined,Kd,=
1oth,7.00,refined,Ki,=
2zfp,5.17,refined,Ki,=
3m6r,7.49,refined,Kd,=
3uj9,4.63,refined,Kd,=
2b1g,6.64,refined,Ki,=
4cst,8.89,refined,Kd,=
1pph,5.92,refined,Ki,=
4dy6,4.40,refined,Kd,=
1v2k,6.19,refined,Ki,=
2aog,6.28,refined,Ki,=
2qbq,7.44,refined,Ki,=
3rt4,8.80,refined,Kd,=
4a6c,7.92,refined,Ki,=
2y7i,5.54,refined,Kd,=
1f4e,2.96,refined,Ki,=
2bza,2.80,refined,Ki,=
4lhm,3.39,refined,Ki,=
4x11,2.22,refined,Kd,=
4ljh,4.71,refined,Kd,=
3f7g,7.37,refined,Ki,=
4wt2,10.42,refined,Kd,=
3zbx,8.22,refined,Ki,=
4ibi,4.14,refined,Kd,=
2ojj,8.70,refined,Ki,=
3g2y,2.00,refined,Ki,=
4xu1,9.49,refined,Kd,=
3aas,4.51,refined,Ki,=
1jzs,6.60,refined,Ki,=
4r5t,6.10,refined,Ki,=
1o2r,5.21,refined,Ki,=
3ttp,9.12,refined,Kd,=
5std,10.49,refined,Ki,=
2xef,9.84,refined,Ki,=
1g52,9.54,refined,Kd,=
4mn3,5.75,refined,Kd,=
1jmf,5.77,refined,Kd,=
4o0y,7.22,refined,Ki,=
3kgq,2.30,refined,Ki,=
1ppm,5.80,refined,Ki,=
4ag8,8.96,refined,Ki,=
4m8h,7.60,refined,Kd,=
1a99,5.70,refined,Kd,=
3su6,6.02,refined,Ki,=
3cfn,5.00,refined,Kd,=
4q93,4.65,refined,Ki,=
1det,4.30,refined,Kd,=
4nue,6.82,refined,Ki,=
1yfz,4.35,refined,Ki,=
1c4u,10.37,refined,Ki,=
3kgt,5.51,refined,Kd,=
3nim,4.75,refined,Kd,=
4z6i,6.31,refined,Kd,=
2xyf,8.44,refined,Ki,=
1g53,9.04,refined,Kd,=
4m2u,8.04,refined,Ki,=
1qan,4.48,refined,Ki,=
1alw,6.52,refined,Ki,=
4djo,11.52,refined,Ki,=
3f37,2.62,refined,Kd,=
3g35,4.68,refined,Ki,=
1zgi,5.34,refined,Ki,=
4abd,4.40,refined,Kd,=
3zyf,4.85,refined,Kd,=
1qhc,7.57,refined,Ki,=
1ik4,7.41,refined,Ki,=
1yq7,7.09,refined,Ki,=
5cbs,5.41,refined,Kd,=
2vwn,8.00,refined,Ki,=
2o8h,7.60,refined,Ki,=
4abf,4.62,refined,Kd,=
2wb5,9.13,refined,Ki,=
2w5g,6.07,refined,Ki,=
5bv3,7.17,refined,Kd,=
1gi7,4.51,refined,Ki,=
2qi5,10.85,refined,Ki,=
2vqt,6.00,refined,Ki,=
1ws1,9.55,refined,Ki,=
1bdq,6.34,refined,Ki,=
3arp,7.15,refined,Kd,=
2pog,9.54,refined,Ki,=
4rra,4.87,refined,Kd,=
4q08,6.30,refined,Kd,=
4ruz,7.64,refined,Ki,=
5cep,6.84,refined,Ki,=
4ai5,2.92,refined,Kd,=
3ozp,6.62,refined,Ki,=
1n51,4.85,refined,Ki,=
3v5t,8.22,refined,Ki,=
2hzy,7.39,refined,Ki,=
1eby,9.70,refined,Ki,=
3zc5,7.13,refined,Ki,=
3fql,7.15,refined,Kd,=
4arw,7.13,refined,Kd,=
2izl,6.00,refined,Kd,=
4hp0,6.12,refined,Kd,=
4xtw,9.03,refined,Kd,=
5amd,8.55,refined,Ki,=
2w8w,2.12,refined,Kd,=
3oyw,4.11,refined,Kd,=
3sap,7.59,refined,Kd,=
3s56,9.62,refined,Ki,=
4gg7,8.20,refined,Ki,=
4xtx,10.57,refined,Kd,=
4b2i,3.00,refined,Kd,=
4rfm,10.05,refined,Ki,=
3s8l,5.64,refined,Kd,=
2pyy,4.60,refined,Kd,=
1swg,7.36,refined,Kd,=
4ly9,8.15,refined,Kd,=
3gvu,8.00,refined,Kd,=
2ces,7.25,refined,Kd,=
4cj4,3.36,refined,Kd,=
1s39,7.70,refined,Ki,=
4bt5,2.76,refined,Ki,=
3pyy,6.86,refined,Kd,=
3bbb,7.00,refined,Kd,=
3pcg,2.30,refined,Ki,=
4oeu,7.66,refined,Kd,=
5cbm,7.77,refined,Ki,=
4j48,5.62,refined,Ki,=
1mfd,5.31,refined,Kd,=
1p1n,6.80,refined,Kd,=
2qd7,9.10,refined,Ki,=
2fxs,6.06,refined,Kd,=
3c88,6.80,refined,Ki,=
4w9p,7.80,refined,Ki,=
2j7f,6.35,refined,Kd,=
4oc5,7.07,refined,Ki,=
3v7t,7.21,refined,Ki,=
3f34,3.16,refined,Kd,=
2q64,8.52,refined,Kd,=
2q8m,4.03,refined,Ki,=
5cp9,3.51,refined,Kd,=
1dqn,8.00,refined,Ki,=
3u8l,8.05,refined,Ki,=
2fgv,6.12,refined,Kd,=
1tjp,4.42,refined,Kd,=
2d1n,8.15,refined,Ki,=
3qkd,8.38,refined,Kd,=
3n8k,4.05,refined,Kd,=
2yln,7.68,refined,Kd,=
4us3,5.32,refined,Kd,=
1amk,4.30,refined,Ki,=
3nzk,9.27,refined,Ki,=
1sbg,7.74,refined,Ki,=
3moh,2.84,refined,Ki,=
1qk4,4.21,refined,Kd,=
4ggz,10.18,refined,Kd,=
1bnq,9.49,refined,Kd,=
4dds,5.01,refined,Ki,=
4dju,5.44,refined,Ki,=
1lpk,7.55,refined,Ki,=
1ai4,2.50,refined,Ki,=
4l2l,5.70,refined,Ki,=
1ela,6.36,refined,Ki,=
1e5j,4.00,refined,Ki,=
4ll3,11.57,refined,Kd,=
4np3,3.30,refined,Kd,=
4h3j,7.05,refined,Ki,=
1qbq,8.30,refined,Ki,=
3v7x,8.57,refined,Ki,=
1ocq,5.19,refined,Ki,=
5fl4,7.00,refined,Ki,=
3bl1,5.60,refined,Ki,=
4l51,3.00,refined,Kd,=
3td4,5.66,refined,Kd,=
4io4,4.61,refined,Kd,=
4uin,7.62,refined,Kd,=
1igb,6.40,refined,Ki,=
3qfd,4.17,refined,Kd,=
4m6u,2.74,refined,Ki,=
4ty6,7.52,refined,Ki,=
3si3,4.16,refined,Ki,=
1elc,6.66,refined,Ki,=
1qy1,6.52,refined,Kd,=
3u7n,7.95,refined,Ki,=
3mof,3.07,refined,Ki,=
4q8x,3.57,refined,Ki,=
2zdm,6.41,refined,Kd,=
3gx0,3.48,refined,Kd,=
1xh9,7.77,refined,Kd,=
2jkp,4.23,refined,Ki,=
3rlr,7.52,refined,Ki,=
4ufl,2.64,refined,Ki,=
1lst,7.85,refined,Kd,=
3hig,7.89,refined,Ki,=
3ijh,4.00,refined,Kd,=
1c83,4.85,refined,Ki,=
2oxd,6.82,refined,Ki,=
1cet,2.89,refined,Ki,=
1eb2,6.01,refined,Ki,=
2zdn,6.25,refined,Kd,=
1ols,5.82,refined,Kd,=
4agn,3.97,refined,Kd,=
4e6d,8.92,refined,Ki,=
3f68,5.06,refined,Ki,=
2j77,4.89,refined,Kd,=
2bo4,4.61,refined,Ki,=
3mzc,6.65,refined,Ki,=
4wov,7.14,refined,Ki,=
1nl9,5.96,refined,Ki,=
1b2h,4.54,refined,Kd,=
3q6w,7.57,refined,Kd,=
1lah,7.52,refined,Kd,=
3ttn,7.84,refined,Kd,=
3n2p,7.82,refined,Ki,=
4q7v,3.59,refined,Ki,=
3gus,6.05,refined,Kd,=
3kr8,8.10,refined,Kd,=
3nq9,4.03,refined,Kd,=
3uyr,6.90,refined,Kd,=
2azr,3.64,refined,Ki,=
3a2o,9.08,refined,Ki,=
4euo,5.05,refined,Kd,=
4xaq,7.14,refined,Ki,=
2ya8,5.75,refined,Ki,=
1bxr,3.40,refined,Ki,=
4lvt,10.36,refined,Ki,=
4cc5,4.42,refined,Kd,=
1zdp,5.74,refined,Ki,=
1sqt,6.20,refined,Ki,=
3mi2,7.77,refined,Ki,=
2qwe,7.48,refined,Ki,=
2pvj,8.10,refined,Ki,=
5dgw,11.05,refined,Ki,=
2wzs,3.85,refined,Ki,=
1hk4,5.31,refined,Kd,=
4kn0,7.40,refined,Kd,=
3su0,6.79,refined,Ki,=
4tkh,5.74,refined,Kd,=
2jh0,8.70,refined,Ki,=
1mu8,9.00,refined,Ki,=
3d51,4.15,refined,Ki,=
3npc,8.34,refined,Kd,=
2yek,7.21,refined,Kd,=
2avm,5.70,refined,Ki,=
4wkn,9.72,refined,Ki,=
3znr,7.44,refined,Ki,=
1mmq,7.52,refined,Ki,=
4o97,8.52,refined,Ki,=
4o9w,7.16,refined,Kd,=
2qhz,7.28,refined,Ki,=
3tb6,5.08,refined,Kd,=
3el9,8.40,refined,Kd,=
4k18,8.96,refined,Ki,=
4bam,8.94,refined,Ki,=
2h21,6.54,refined,Kd,=
2ccc,7.76,refined,Kd,=
5e2p,8.80,refined,Ki,=
1ajv,7.72,refined,Ki,=
3zze,8.89,refined,Ki,=
4zwx,8.70,refined,Ki,=
2wor,3.90,refined,Kd,=
3mhw,2.30,refined,Ki,=
4eo6,8.70,refined,Kd,=
1c5c,6.96,refined,Kd,=
1bnu,9.70,refined,Kd,=
3qqs,5.82,refined,Ki,=
4abb,4.51,refined,Kd,=
1qk3,5.15,refined,Kd,=
1j4r,7.72,refined,Ki,=
1ogg,5.19,refined,Ki,=
2bes,4.24,refined,Ki,=
4z1k,8.33,refined,Ki,=
4m0f,8.77,refined,Ki,=
1r4w,4.05,refined,Kd,=
4nwc,5.76,refined,Ki,=
1uml,7.52,refined,Ki,=
4nku,4.67,refined,Kd,=
4y0a,2.31,refined,Ki,=
2zz2,4.54,refined,Ki,=
2qrk,4.26,refined,Ki,=
2xxr,6.55,refined,Ki,=
4a6l,8.00,refined,Ki,=
2jg0,7.82,refined,Kd,=
4ndu,2.74,refined,Kd,=
4u43,4.32,refined,Kd,=
4mdn,6.22,refined,Ki,=
1ado,6.00,refined,Kd,=
4qxq,5.70,refined,Kd,=
1b55,7.40,refined,Kd,=
4css,8.46,refined,Kd,=
5e2r,7.06,refined,Ki,=
2idw,8.89,refined,Ki,=
1txr,7.74,refined,Ki,=
3o9d,10.72,refined,Ki,=
3tao,5.14,refined,Kd,=
4pp0,4.40,refined,Kd,=
4az6,9.10,refined,Ki,=
3ies,9.92,refined,Kd,=
4wiv,6.26,refined,Kd,=
3n4b,7.02,refined,Ki,=
1m0n,2.22,refined,Ki,=
4mgd,4.69,refined,Kd,=
3std,11.11,refined,Ki,=
1qka,5.92,refined,Kd,=
1zp8,8.77,refined,Ki,=
1c70,10.30,refined,Ki,=
3q1x,5.33,refined,Ki,=
4zec,5.82,refined,Kd,=
2jds,8.20,refined,Ki,=
4jia,9.22,refined,Ki,=
2qi6,10.57,refined,Ki,=
1rbp,6.72,refined,Kd,=
1yvm,6.40,refined,Ki,=
2xxx,6.41,refined,Ki,=
2j75,6.65,refined,Kd,=
2rcn,6.00,refined,Kd,=
4crb,7.57,refined,Ki,=
3rbu,9.43,refined,Ki,=
2wm0,4.52,refined,Ki,=
4o2c,8.00,refined,Kd,=
1lyb,11.42,refined,Ki,=
3d7b,3.69,refined,Ki,=
3fj7,3.71,refined,Kd,=
1d4j,8.36,refined,Ki,=
1tog,3.22,refined,Kd,=
4kqp,6.05,refined,Kd,=
4ht0,8.00,refined,Kd,=
3iph,7.60,refined,Ki,=
3l59,3.70,refined,Kd,=
5am6,6.73,refined,Kd,=
4hdp,7.51,refined,Ki,=
3hl7,7.64,refined,Ki,=
3dk1,9.74,refined,Ki,=
2wyf,4.43,refined,Kd,=
2qi1,7.30,refined,Ki,=
5aol,2.32,refined,Kd,=
1g2o,10.55,refined,Ki,=
3f33,3.34,refined,Kd,=
1usk,6.40,refined,Kd,=
4d8z,6.29,refined,Kd,=
1i7z,6.40,refined,Kd,=
1pbq,6.27,refined,Ki,=
1d3p,7.39,refined,Kd,=
3hvj,8.70,refined,Ki,=
4y5d,5.92,refined,Kd,=
3fur,8.00,refined,Ki,=
1qft,8.77,refined,Kd,=
4dsu,2.82,refined,Kd,=
2aac,2.22,refined,Kd,=
3qfy,6.12,refined,Ki,=
4xip,6.63,refined,Ki,=
1k6p,7.36,refined,Kd,=
3ts4,8.72,refined,Ki,=
1fch,7.15,refined,Kd,=
1td7,4.37,refined,Kd,=
4app,7.19,refined,Ki,=
2afw,4.77,refined,Ki,=
1rp7,8.52,refined,Ki,=
2i3h,7.40,refined,Ki,=
1bhx,6.84,refined,Ki,=
4o61,4.30,refined,Kd,=
2q8z,5.68,refined,Ki,=
4zvi,6.33,refined,Kd,=
1k22,8.40,refined,Ki,=
4loh,6.96,refined,Kd,=
3t0x,8.00,refined,Kd,=
1nwl,2.39,refined,Ki,=
2jiw,4.59,refined,Ki,=
3aaq,3.30,refined,Ki,=
1elb,7.15,refined,Ki,=
1bm7,7.52,refined,Kd,=
4loo,8.15,refined,Kd,=
3lzu,10.06,refined,Kd,=
1hos,8.55,refined,Ki,=
2amt,4.44,refined,Kd,=
4z84,5.82,refined,Ki,=
4x8o,6.60,refined,Kd,=
2cgr,7.28,refined,Kd,=
1fh7,5.24,refined,Ki,=
1jsv,5.70,refined,Ki,=
4hwo,8.54,refined,Ki,=
4eky,3.52,refined,Ki,=
3lzz,3.84,refined,Kd,=
4ha5,7.24,refined,Ki,=
3t3u,8.60,refined,Ki,=
1u71,7.48,refined,Ki,=
4m8x,10.20,refined,Ki,=
2jew,6.69,refined,Ki,=
4j28,5.70,refined,Ki,=
4nh8,8.52,refined,Ki,=
4g95,7.61,refined,Ki,=
4ca8,6.68,refined,Ki,=
1xug,7.05,refined,Ki,=
4csd,5.91,refined,Kd,=
2fdp,7.59,refined,Ki,=
2z4o,9.57,refined,Ki,=
1mue,8.64,refined,Ki,=
4qy3,6.82,refined,Ki,=
3t82,7.00,refined,Ki,=
1km3,4.91,refined,Ki,=
4x3k,4.56,refined,Kd,=
3qto,4.13,refined,Ki,=
1c1u,8.25,refined,Ki,=
1ql7,5.00,refined,Kd,=
4l9i,4.89,refined,Kd,=
3lvw,2.67,refined,Ki,=
4agq,5.01,refined,Kd,=
4m2v,7.44,refined,Ki,=
2qrq,5.10,refined,Ki,=
3pcn,3.66,refined,Kd,=
4ish,8.72,refined,Ki,=
4fys,4.82,refined,Kd,=
3tu7,8.09,refined,Ki,=
3qps,5.60,refined,Kd,=
3hit,8.19,refined,Ki,=
1fkn,8.80,refined,Ki,=
2v58,9.09,refined,Kd,=
2uyn,2.70,refined,Kd,=
2rkg,8.09,refined,Ki,=
1hlk,5.00,refined,Ki,=
4zhm,8.05,refined,Ki,=
1gai,8.00,refined,Ki,=
1ftm,7.61,refined,Kd,=
4xir,6.94,refined,Ki,=
2hjb,4.39,refined,Kd,=
2isw,7.43,refined,Ki,=
4bi6,3.95,refined,Kd,=
2xm2,4.62,refined,Ki,=
4r5a,8.70,refined,Ki,=
1ohr,8.70,refined,Ki,=
1ndv,5.92,refined,Ki,=
3n0n,7.30,refined,Ki,=
4xar,6.97,refined,Ki,=
4fev,5.42,refined,Ki,=
4azg,7.10,refined,Kd,=
4azb,7.24,refined,Kd,=
2xii,7.20,refined,Kd,=
2f1g,7.54,refined,Ki,=
1gi1,5.47,refined,Ki,=
1b6j,7.92,refined,Ki,=
3po1,4.02,refined,Kd,=
4l19,6.10,refined,Ki,=
1hxw,10.82,refined,Ki,=
2wnj,6.48,refined,Kd,=
4ngn,7.55,refined,Ki,=
2e1w,7.96,refined,Ki,=
1phw,3.30,refined,Ki,=
1h2k,2.92,refined,Ki,=
3gbe,5.00,refined,Ki,=
4q4o,7.46,refined,Kd,=
1gja,5.42,refined,Ki,=
4qtl,6.92,refined,Kd,=
3iue,5.82,refined,Kd,=
2yfx,8.09,refined,Ki,=
4q83,4.19,refined,Ki,=
1t5f,4.22,refined,Ki,=
4f39,5.70,refined,Ki,=
4bao,8.37,refined,Ki,=
4k7n,3.48,refined,Kd,=
1wc1,4.00,refined,Ki,=
2fpz,3.96,refined,Ki,=
3u6i,9.00,refined,Ki,=
4gj3,8.85,refined,Ki,=
1os5,6.85,refined,Kd,=
1x38,8.77,refined,Ki,=
2vvc,8.52,refined,Ki,=
3p9m,5.00,refined,Kd,=
2v25,5.72,refined,Kd,=
4wk1,5.89,refined,Kd,=
1gjc,6.35,refined,Ki,=
4u70,5.02,refined,Ki,=
1m5w,4.27,refined,Kd,=
3tay,3.38,refined,Kd,=
4azi,7.45,refined,Kd,=
1nfw,8.96,refined,Ki,=
1ajx,7.91,refined,Ki,=
3qx9,4.05,refined,Kd,=
3ipq,7.57,refined,Ki,=
3w5n,3.87,refined,Kd,=
4muv,5.76,refined,Kd,=
3n2u,7.84,refined,Ki,=
4zba,5.51,refined,Kd,=
4ek9,4.42,refined,Ki,=
