pdbcode,-log[Ki or Kd or IC50],dataset,binding constant type,data sign
2uw6,6.55,general,IC50,=
4bgk,6.28,general,IC50,=
2qe2,7.77,general,IC50,=
4kc4,3.23,general,IC50,=
4od7,5.08,general,Kd,=
2vv9,7.77,general,IC50,=
3bea,8.15,general,IC50,=
1h5u,6.75,general,IC50,=
1bzc,4.92,general,Ki,=
4a6b,8.38,general,Ki,=
4m5k,5.23,general,Kd,=
4nah,6.31,general,IC50,=
2jkk,8.20,general,IC50,=
3c3r,4.39,general,Kd,=
4ytf,8.15,general,Ki,=
1uho,9.22,general,Kd,=
4r59,7.96,general,Ki,=
4pul,6.84,general,Kd,=
2vwm,7.03,general,Ki,=
1s89,5.24,general,Ki,=
3ot3,8.30,general,IC50,=
1rt2,8.22,general,IC50,=
1ikt,3.40,general,Kd,=
2nnd,6.06,general,Kd,=
4eh3,3.53,general,IC50,=
4o13,7.82,general,IC50,=
4kni,7.78,general,Kd,=
1f9e,8.70,general,Ki,=
3t1m,3.04,general,Kd,=
4uoh,4.77,general,Kd,=
4li7,6.11,general,IC50,=
2vvt,5.24,general,IC50,=
2r3l,7.00,general,IC50,=
5c5t,3.13,general,Kd,=
3fvk,8.82,general,Ki,=
2w0j,6.62,general,IC50,=
3l17,8.28,general,IC50,=
3tpx,9.35,general,Kd,=
3eq7,9.09,general,IC50,=
3zya,7.00,general,IC50,=
1nu3,4.00,general,Ki,=
2ll7,8.80,general,Kd,=
4lg6,6.74,general,Kd,=
2ycq,9.85,general,IC50,=
4ym4,4.47,general,Kd,=
3mp1,6.10,general,Kd,=
2ftd,10.39,general,Ki,=
2pj6,7.31,general,IC50,=
4mcd,5.33,general,IC50,=
4nka,6.51,general,Kd,=
3vid,6.21,general,IC50,=
1uze,8.90,general,IC50,=
4pkb,6.94,general,IC50,=
3zo4,6.83,general,IC50,=
4ps1,6.66,general,Ki,=
2qlf,8.85,general,Ki,=
4w52,3.76,general,Kd,=
3wk5,4.82,general,IC50,=
1g05,8.51,general,IC50,=
4p3h,6.00,general,Kd,=
4i47,6.92,general,Kd,=
4zl4,7.86,general,Kd,=
5a14,7.30,general,Kd,=
1css,6.10,general,Ki,=
4wf6,6.30,general,IC50,=
2a2g,7.00,general,Kd,=
2wmu,4.38,general,IC50,=
3jzh,3.40,general,Kd,=
1h1d,8.22,general,Ki,=
5fl5,8.19,general,Ki,=
3i5z,8.70,general,Ki,=
3qa2,6.68,general,IC50,=
3uo5,7.41,general,Kd,=
4tjw,6.02,general,IC50,=
4mvw,7.55,general,IC50,=
3e8r,9.74,general,Ki,=
3pgl,5.30,general,Ki,=
4alv,8.15,general,IC50,=
3rw9,5.96,general,Kd,=
2zjf,7.72,general,IC50,=
3vv8,4.77,general,IC50,=
4ejl,5.14,general,Kd,=
1hge,2.27,general,Kd,=
4ea1,6.44,general,Ki,=
1qwf,6.35,general,Kd,=
3snc,4.39,general,Ki,=
2ydo,7.51,general,Ki,=
1uu7,4.85,general,IC50,=
4oc4,6.98,general,Ki,=
4hvb,9.95,general,Ki,=
1rth,6.40,general,IC50,=
3vzv,8.04,general,IC50,=
1xxi,5.52,general,Kd,=
2mc1,4.15,general,Kd,=
4ypf,2.70,general,IC50,>
2cvd,6.10,general,Kd,=
2zxa,8.35,general,Ki,=
2nn7,6.52,general,Kd,=
4v11,6.49,general,Kd,=
2wuf,4.29,general,Kd,=
1shc,7.28,general,Kd,=
1grp,3.72,general,Ki,=
4bb9,6.00,general,Kd,=
1xoz,8.92,general,IC50,=
4nrq,3.46,general,IC50,=
3g0f,7.66,general,Kd,=
3ioe,3.27,general,Kd,=
3vhk,4.60,general,Ki,=
2i6b,7.17,general,Kd,=
1i91,8.94,general,IC50,=
5am7,7.19,general,Kd,=
2w68,4.74,general,Kd,=
1y3a,5.41,general,Kd,=
2hzl,6.57,general,Kd,=
3d6p,3.75,general,Ki,=
3ekx,9.41,general,Kd,=
1utn,3.49,general,Kd,=
4ouj,2.86,general,Kd,=
4btu,9.30,general,IC50,=
3m56,4.15,general,Kd,>
3a1e,2.66,general,Kd,=
3zqe,4.23,general,Kd,=
3io7,7.77,general,Ki,=
2vqm,6.01,general,IC50,=
3wyj,6.44,general,IC50,=
1o3b,7.13,general,Ki,=
2oht,5.04,general,IC50,=
2yc0,2.82,general,IC50,=
4x9w,6.85,general,IC50,=
3tsd,3.66,general,Ki,=
2bks,7.43,general,IC50,=
4p75,4.10,general,IC50,=
3rxf,2.60,general,IC50,=
1hk5,5.24,general,Kd,=
2wej,6.08,general,Kd,=
4kqr,3.90,general,IC50,=
3c14,3.52,general,Ki,=
3zxz,8.40,general,Ki,=
4urz,2.52,general,Kd,=
3px9,3.42,general,IC50,=
4x63,6.77,general,Kd,=
1oar,7.40,general,Kd,=
4fi9,7.34,general,Kd,=
3uig,5.32,general,Kd,=
2gh6,4.95,general,IC50,=
1i9q,8.41,general,Kd,=
3ken,5.40,general,IC50,=
4p7m,7.41,general,Ki,=
2viv,6.28,general,IC50,=
2wvz,4.02,general,Ki,=
2wzf,7.00,general,Kd,=
3l6f,6.99,general,IC50,=
1kv1,5.94,general,Kd,=
3sjt,6.06,general,Kd,=
1c2t,6.59,general,Ki,=
3g3m,5.96,general,Ki,=
4x7k,8.40,general,IC50,=
4tmr,7.22,general,IC50,=
3kdt,6.59,general,IC50,=
4avh,7.23,general,Kd,=
4h1e,8.52,general,Ki,=
1a42,9.89,general,Kd,=
1b7h,8.02,general,Kd,=
4d89,8.70,general,IC50,=
3mxf,7.31,general,Kd,=
4b05,7.58,general,Ki,=
4yhq,8.77,general,Ki,=
2p16,10.10,general,Ki,=
2x4s,4.20,general,IC50,=
5aag,7.34,general,IC50,=
4b7j,7.95,general,Ki,=
4ufj,4.28,general,Ki,=
2c57,3.43,general,Ki,=
1r2b,4.94,general,Kd,=
3ern,1.72,general,Kd,=
4n9d,7.72,general,IC50,=
3lkh,6.10,general,IC50,=
4tsx,4.99,general,Kd,=
4ie3,6.01,general,IC50,=
3d94,6.80,general,Ki,=
3fzc,5.39,general,Ki,=
3p8p,4.55,general,Kd,=
3rtm,4.42,general,Kd,=
1i6v,5.00,general,Ki,=
2aoj,4.66,general,Kd,=
4hw3,6.49,general,Ki,=
1g46,8.80,general,Kd,=
3ooz,7.85,general,IC50,=
5a4c,8.24,general,Kd,=
3lc3,5.23,general,Ki,=
4u5n,2.48,general,Kd,=
3s45,8.49,general,Ki,=
4pfu,6.17,general,Kd,=
2iv9,4.34,general,Kd,=
3cic,8.52,general,IC50,=
4ci2,6.75,general,Kd,=
4f6x,5.09,general,IC50,=
4z2l,5.85,general,IC50,=
2yke,5.96,general,IC50,=
4gne,2.47,general,Kd,=
4e93,6.93,general,IC50,=
4o71,4.74,general,IC50,=
4c6z,3.45,general,Ki,=
3dpd,5.78,general,IC50,=
2ko7,5.19,general,Ki,=
3l1s,8.70,general,Ki,=
3piy,6.54,general,IC50,=
1rry,4.10,general,IC50,=
2vte,3.91,general,IC50,=
3hhk,8.22,general,IC50,=
3tjd,9.00,general,IC50,=
1w3j,6.32,general,Kd,=
3l2y,4.49,general,Kd,=
2ceo,10.00,general,Kd,=
4pzw,6.96,general,IC50,=
2x85,3.89,general,Kd,=
3g2v,6.52,general,Kd,=
3ppm,9.54,general,Ki,=
4jvj,7.66,general,IC50,=
1ykp,2.96,general,Kd,=
4ase,11.00,general,Ki,=
3q2h,9.16,general,IC50,=
2j9h,3.39,general,Ki,=
3zrl,6.80,general,IC50,=
4kz8,2.80,general,Ki,=
3ouh,7.10,general,IC50,=
4zxx,8.10,general,Ki,=
1uym,6.00,general,IC50,~
2vnf,5.52,general,Kd,=
3tu9,5.12,general,IC50,=
1h5v,3.93,general,Ki,=
3wt7,8.75,general,IC50,=
3gur,8.00,general,IC50,=
4u90,6.54,general,Kd,=
4mex,6.70,general,IC50,=
1pxj,4.89,general,IC50,=
4lyn,7.22,general,IC50,=
4mx5,4.55,general,IC50,=
1v2m,4.29,general,Ki,=
3kc0,7.92,general,IC50,=
1rjk,10.00,general,Ki,=
4jr3,6.66,general,IC50,=
4yve,7.00,general,Ki,=
3ryx,8.14,general,Kd,=
2duv,7.06,general,IC50,=
1gt3,6.46,general,Kd,=
2fs8,7.60,general,Ki,=
1zsr,9.82,general,Ki,=
3i7g,6.37,general,IC50,=
5cas,8.85,general,Ki,=
4q0a,6.48,general,Kd,=
3p4f,5.66,general,Kd,=
4zlo,4.92,general,IC50,=
4z68,6.49,general,Kd,=
3d62,6.10,general,Kd,=
2jjr,8.20,general,IC50,=
2btr,7.02,general,IC50,=
2g9v,5.92,general,IC50,=
1uj6,3.05,general,Ki,=
3wk8,4.31,general,IC50,=
3l5c,5.15,general,IC50,=
2chm,8.26,general,IC50,=
2zis,8.55,general,IC50,=
2nn8,3.59,general,Kd,=
2pqc,5.74,general,Kd,=
4jfd,4.44,general,Kd,=
4hnf,6.15,general,IC50,=
4owo,4.47,general,Ki,=
1xh6,7.32,general,Kd,=
3wtj,6.53,general,Kd,=
4nbl,6.33,general,Kd,=
1hsg,9.42,general,Ki,=
3tku,5.72,general,IC50,=
3cii,6.10,general,Kd,=
1odi,4.21,general,Kd,=
4kab,4.03,general,Kd,=
1bo5,3.60,general,Ki,=
4lno,2.62,general,Kd,=
1m7y,10.96,general,Kd,=
2i4d,11.68,general,Ki,=
4nga,7.77,general,Ki,=
1jik,9.70,general,IC50,=
3lrh,7.35,general,Kd,=
4cpt,7.70,general,Ki,=
5djv,7.11,general,IC50,=
3zns,7.41,general,Ki,=
3av9,3.36,general,IC50,=
3adv,3.03,general,Kd,=
4lnb,6.56,general,IC50,=
4pd8,6.03,general,Kd,=
4qh8,4.89,general,Kd,=
1fh8,6.89,general,Ki,=
2zns,6.54,general,Ki,=
4ery,7.27,general,Kd,=
4qgg,9.00,general,IC50,=
5bs4,11.00,general,Kd,=
3kwf,8.17,general,IC50,=
3mbl,7.74,general,IC50,=
4i10,6.77,general,IC50,=
2xfi,7.82,general,IC50,=
2pu1,5.85,general,Ki,=
4l0b,7.17,general,IC50,=
4nnw,6.61,general,IC50,=
4btl,5.60,general,IC50,=
4e3f,2.52,general,IC50,=
3al3,5.68,general,Kd,=
2jdo,6.64,general,IC50,=
3ur0,7.15,general,IC50,=
1ok7,5.92,general,Kd,=
1vcu,3.85,general,Ki,=
2prj,4.49,general,Ki,=
4puz,8.11,general,IC50,=
5azg,5.54,general,Kd,=
3kze,3.95,general,Kd,=
4bfz,6.26,general,IC50,=
1akr,9.09,general,Kd,=
3ozs,5.33,general,Ki,=
3oc0,6.28,general,IC50,=
3hl8,4.49,general,Ki,=
1b52,7.12,general,Kd,=
3fck,4.00,general,IC50,=
1maw,1.10,general,Kd,=
1g3c,5.80,general,Ki,=
1kv2,10.00,general,Kd,=
4u4x,5.01,general,Kd,=
2xmy,9.96,general,Ki,=
2w47,4.98,general,Kd,=
2vj8,8.70,general,Ki,=
5aba,2.98,general,Kd,=
3u7k,7.07,general,Ki,=
2sim,3.42,general,Ki,=
3r8u,5.30,general,IC50,=
5a85,5.30,general,IC50,=
4u6z,5.41,general,Ki,=
3uqg,5.00,general,Ki,>
2cbu,5.68,general,Kd,=
3ijy,6.04,general,Kd,=
2vw2,3.30,general,Ki,=
3v7c,5.74,general,Ki,=
2r1x,4.80,general,Kd,=
1x76,8.72,general,IC50,=
2o9i,7.40,general,IC50,=
3b24,4.38,general,Kd,=
3cdb,7.02,general,Kd,=
2wl4,4.19,general,Kd,=
3i06,9.70,general,IC50,=
4xyc,7.51,general,IC50,=
2g2r,7.89,general,Kd,=
3dba,8.00,general,Kd,=
3k05,4.85,general,Ki,=
4j3e,7.06,general,IC50,=
3g4l,8.24,general,IC50,=
4kwg,6.00,general,Ki,=
5ai9,6.61,general,IC50,=
4rss,8.77,general,IC50,=
3ctt,6.35,general,Ki,=
1lq2,8.77,general,Ki,=
3g4k,6.54,general,IC50,=
4zpf,6.74,general,IC50,=
4k3q,3.94,general,Kd,=
4xxs,7.28,general,IC50,=
4ewo,7.36,general,IC50,=
4x8n,6.62,general,Kd,=
4cu8,4.47,general,Ki,=
3ig6,7.60,general,IC50,=
5a3h,4.57,general,Kd,=
2bw7,5.70,general,IC50,=
4fl2,3.66,general,Kd,=
4pms,8.10,general,Kd,=
2oah,7.96,general,IC50,=
2qcm,3.35,general,IC50,=
2aez,2.46,general,Ki,=
3gdt,7.19,general,Ki,=
4kao,6.11,general,Kd,=
5ddb,7.09,general,IC50,=
3hng,6.74,general,IC50,=
1xur,5.18,general,IC50,=
4mic,5.30,general,Ki,=
2gde,8.24,general,IC50,=
3uhm,8.44,general,IC50,=
2xyn,8.40,general,Kd,=
4xsx,5.00,general,IC50,~
1str,4.77,general,Kd,=
1no9,7.62,general,Ki,=
3pr0,9.54,general,Ki,=
3pd4,4.48,general,Kd,=
1uef,5.49,general,Kd,=
2ks9,2.04,general,Ki,=
2cm7,6.68,general,IC50,=
4ovg,3.69,general,Ki,=
4hyf,7.60,general,IC50,=
4kot,5.46,general,Kd,=
4acc,7.70,general,Ki,=
4gvc,4.71,general,Kd,=
3kb3,6.82,general,IC50,=
4c1f,4.63,general,IC50,=
1tok,2.47,general,Kd,=
2jo9,4.28,general,Kd,=
4yog,5.74,general,IC50,=
2xyu,5.35,general,IC50,=
4eg6,7.37,general,IC50,=
6prc,4.77,general,IC50,=
1csr,7.38,general,Ki,=
3sff,6.70,general,IC50,=
3kmy,4.49,general,Kd,=
4el9,5.36,general,IC50,=
4bdk,5.44,general,IC50,=
1me8,7.19,general,Ki,=
2of4,7.09,general,IC50,=
3tmk,6.87,general,Kd,=
3gm0,7.77,general,Kd,=
4ww8,10.17,general,Kd,=
2fov,7.55,general,Kd,=
3as3,3.80,general,IC50,=
5ai0,3.69,general,IC50,=
4tk2,3.72,general,Kd,=
4tn2,6.92,general,IC50,=
3bzi,5.74,general,Kd,=
3hvh,8.52,general,Ki,=
1kzn,8.92,general,Kd,=
4hni,7.49,general,IC50,=
4lxb,8.15,general,IC50,=
4zk5,8.43,general,IC50,=
1d4l,8.77,general,Ki,=
3ljg,7.73,general,Ki,=
4z90,4.66,general,IC50,=
1klg,7.89,general,IC50,=
1q1g,8.57,general,Kd,=
3sx4,8.52,general,Ki,=
2ygu,6.49,general,Kd,=
4kmu,7.92,general,IC50,=
3r5j,6.96,general,IC50,=
3q77,8.22,general,IC50,=
2aof,4.55,general,Kd,=
2pj1,8.01,general,IC50,=
2mpm,5.89,general,Kd,=
1z3j,8.00,general,Kd,=
4prg,7.15,general,Ki,=
184l,4.72,general,Kd,=
3h2n,3.67,general,IC50,=
1jlx,5.80,general,IC50,=
4mk5,6.35,general,IC50,=
2aqu,9.32,general,Ki,=
3agm,9.09,general,Ki,=
3vg1,7.26,general,IC50,=
4kql,8.77,general,IC50,=
2e91,6.59,general,Ki,=
3in4,7.52,general,IC50,=
3tt4,8.28,general,Ki,=
3ik1,4.85,general,Ki,=
2vwo,7.51,general,Ki,=
3qkk,6.52,general,IC50,=
3os3,6.63,general,IC50,=
5alb,10.71,general,Kd,=
2wzm,5.22,general,Ki,=
5d7e,3.82,general,Kd,=
4qp1,3.61,general,Kd,=
3tsk,7.17,general,Kd,=
2gc8,5.51,general,IC50,=
4ghi,7.09,general,Kd,=
2gvf,7.60,general,Ki,=
4hdc,8.92,general,IC50,=
4dgn,6.46,general,IC50,=
2oi0,7.55,general,Ki,=
2q96,5.92,general,IC50,=
4uco,7.00,general,IC50,=
4dkq,6.60,general,Kd,=
1kv5,4.22,general,Ki,=
2xk4,4.77,general,IC50,=
4hdb,8.05,general,Ki,=
1bug,4.37,general,IC50,=
2z7h,6.94,general,Ki,=
3o9a,10.70,general,Ki,=
1hbv,6.37,general,Ki,=
4tu4,3.76,general,Kd,=
3ncr,4.11,general,Kd,=
3uz5,7.22,general,Ki,=
3k7f,7.70,general,Ki,=
1t31,8.64,general,Ki,=
3v2q,6.29,general,Kd,=
1m5d,5.04,general,IC50,=
3pz3,6.85,general,IC50,=
4e4n,9.05,general,Ki,=
3iw8,4.87,general,Kd,=
4tyt,7.70,general,IC50,=
1qbo,7.74,general,Ki,=
2e5y,5.85,general,Kd,=
2y1d,6.82,general,IC50,=
4l7h,3.70,general,IC50,>
1swi,3.10,general,Kd,=
3ktr,6.15,general,Kd,=
1w14,8.52,general,Ki,=
3i28,8.22,general,IC50,=
4dff,7.46,general,Ki,=
3r9o,4.00,general,IC50,>
3fxv,7.03,general,IC50,=
4a95,5.76,general,Ki,=
4loi,6.77,general,Kd,=
4c61,8.40,general,IC50,=
4kwo,6.45,general,Ki,=
2jq9,4.48,general,Kd,=
4ajn,7.16,general,Kd,=
4unq,6.62,general,IC50,=
4w9i,5.96,general,Kd,=
1gni,8.07,general,Kd,=
4n9b,5.28,general,Kd,=
2wjg,7.10,general,Kd,=
2ltv,5.16,general,Kd,=
5bwb,5.30,general,Ki,=
1eld,6.70,general,Ki,=
3vnt,8.66,general,IC50,=
4lng,5.62,general,IC50,=
2mwp,6.05,general,Kd,=
1d4t,6.19,general,Kd,=
3n76,6.85,general,Ki,=
1vcj,4.59,general,IC50,=
4npv,7.46,general,IC50,=
3t84,6.97,general,Ki,=
2r3n,7.15,general,IC50,=
4jv6,6.66,general,Kd,=
3igb,4.42,general,IC50,=
2c6i,4.96,general,IC50,=
1jrs,6.40,general,Ki,=
4esg,5.56,general,Kd,=
4im0,7.72,general,IC50,=
3old,5.90,general,Ki,=
3tgs,5.39,general,Kd,=
4c1h,4.09,general,IC50,=
2fie,5.46,general,IC50,=
1uy7,3.70,general,IC50,>
3rtf,7.35,general,Ki,=
1k6v,6.92,general,Kd,=
2wa8,5.42,general,Kd,=
1nd5,8.40,general,IC50,=
4kiq,7.64,general,IC50,=
4odf,10.00,general,IC50,=
3pxe,5.70,general,Kd,=
4cjn,4.76,general,Kd,=
4de7,4.80,general,Kd,=
4lv2,8.00,general,Ki,=
3g2h,3.82,general,Ki,=
3v1r,7.68,general,IC50,=
3tdu,5.67,general,Kd,=
4uvy,8.26,general,IC50,=
4zx1,6.14,general,Ki,=
2pou,7.42,general,Ki,=
2r0y,3.00,general,Kd,=
4cig,3.67,general,Kd,=
2boh,8.52,general,Ki,=
2ate,7.07,general,Kd,=
2y8o,5.12,general,Kd,=
4kp8,5.48,general,Kd,=
3g3r,6.48,general,Kd,=
2vvo,2.20,general,IC50,=
1xz8,4.52,general,Kd,=
2ojf,6.96,general,IC50,=
4mra,4.47,general,IC50,=
3kjd,8.54,general,Kd,=
2g72,6.50,general,Ki,=
3uzd,5.05,general,Kd,=
1him,7.70,general,IC50,=
4rd0,6.62,general,Kd,=
1e2l,4.29,general,Ki,=
1qxl,7.96,general,Ki,=
3bjc,6.96,general,IC50,=
3ml4,5.33,general,Kd,=
4c4j,8.52,general,IC50,=
2hug,5.97,general,Kd,=
1sb1,6.89,general,Ki,=
1tsl,6.15,general,Ki,=
2ms4,4.82,general,Kd,=
3qd0,8.50,general,IC50,=
4omc,10.78,general,Ki,=
4ee0,8.63,general,IC50,=
3k5x,6.41,general,Ki,=
3caj,8.10,general,Ki,=
2a8h,7.17,general,IC50,=
3q7j,4.52,general,IC50,=
1lhw,9.08,general,Kd,=
1eb1,10.43,general,Ki,=
4tw9,7.70,general,IC50,=
4bci,8.22,general,Ki,=
2o4n,7.82,general,Kd,=
4n5d,3.22,general,Kd,=
3m1s,9.00,general,IC50,=
4xc2,5.37,general,Kd,=
3vd9,4.00,general,Ki,=
1mmr,5.40,general,Ki,=
3ls4,6.30,general,IC50,=
3jq7,5.92,general,Ki,=
4ej2,2.49,general,Ki,=
4o1d,7.62,general,IC50,=
2r2w,4.47,general,Ki,=
3hdn,7.20,general,IC50,=
2hnc,7.22,general,Ki,=
3f7h,7.09,general,Ki,=
3b67,8.85,general,Ki,=
2hz4,5.47,general,IC50,=
3d9k,4.72,general,Kd,=
1b9s,3.18,general,IC50,>
4dxj,7.42,general,IC50,=
4u0b,4.30,general,Kd,=
2zir,8.19,general,IC50,=
4qsx,1.74,general,Kd,=
4qbm,4.58,general,Kd,=
3wgg,4.40,general,Kd,=
3uh2,6.00,general,IC50,=
1b8y,7.85,general,Ki,=
3ny3,4.71,general,Kd,=
2frd,4.54,general,Kd,=
4q1y,10.35,general,Ki,=
4oc0,6.50,general,Ki,=
4mti,8.92,general,IC50,=
4k66,3.26,general,Kd,=
2ay8,2.24,general,Kd,=
4cd5,6.71,general,Ki,=
2vev,6.52,general,IC50,=
3hy7,6.97,general,IC50,=
1b6p,8.52,general,Ki,=
1lf3,7.00,general,Ki,=
2oc4,7.07,general,Ki,=
2vcw,3.05,general,IC50,=
5d1j,7.32,general,IC50,=
4z6h,6.21,general,Kd,=
1zd2,3.30,general,IC50,>
3qtv,4.65,general,Ki,=
2y0j,7.92,general,IC50,=
4ifi,5.48,general,Kd,=
3otx,4.53,general,IC50,=
5ew3,8.92,general,IC50,=
2z7g,8.95,general,Ki,=
4prj,7.14,general,Ki,=
1h61,4.89,general,Kd,=
3u90,4.62,general,Kd,=
3r2y,8.07,general,IC50,=
2nqg,6.48,general,IC50,=
2aia,5.41,general,IC50,=
2pgz,5.74,general,Kd,=
1w83,7.19,general,IC50,=
2gmx,7.11,general,IC50,=
4ra1,5.94,general,Kd,=
3s2p,7.17,general,IC50,=
4rn2,5.82,general,IC50,=
3o8h,6.24,general,IC50,=
4daw,7.08,general,IC50,=
4qlt,8.60,general,IC50,=
3m1k,5.39,general,Ki,=
3avg,3.30,general,IC50,>
2xd9,6.46,general,Ki,=
2a5u,8.10,general,IC50,=
1xge,4.68,general,Kd,=
3nes,5.62,general,Kd,=
3sl8,6.54,general,IC50,=
4hl5,6.35,general,IC50,=
1qr3,6.59,general,IC50,=
4b8p,6.85,general,Kd,=
2oh4,8.46,general,IC50,=
5ake,7.82,general,IC50,=
2q63,7.18,general,Kd,=
3lq2,5.22,general,Kd,=
3b65,9.27,general,Ki,=
3ggj,6.00,general,Ki,=
1q6k,7.59,general,IC50,=
3rxi,3.06,general,IC50,=
1noi,3.15,general,Ki,=
2pja,8.66,general,IC50,=
1o2x,5.85,general,Ki,=
2vwu,6.46,general,IC50,=
3ej5,3.57,general,IC50,=
5aep,7.17,general,IC50,=
4b0g,7.82,general,IC50,=
4o7e,5.24,general,IC50,=
1tmb,6.74,general,Ki,=
1j17,5.22,general,Ki,=
4ibb,3.57,general,Kd,=
3njq,4.89,general,Kd,=
1pg2,4.96,general,Kd,=
3lbz,3.86,general,Kd,=
4pvo,6.31,general,IC50,=
4pop,8.13,general,Kd,=
3px8,3.64,general,IC50,=
2zdt,8.02,general,IC50,=
2wi5,6.05,general,IC50,=
2g9u,6.08,general,IC50,=
1qj1,8.05,general,IC50,=
1zgb,8.06,general,IC50,=
3uo6,7.82,general,Kd,=
3f8c,7.68,general,Kd,=
4dfu,4.60,general,Ki,=
2wtc,6.51,general,IC50,=
3peq,7.50,general,IC50,=
3jzk,5.91,general,IC50,=
2bow,4.00,general,Kd,=
2e9v,7.90,general,Ki,=
5av0,3.55,general,IC50,=
3wtk,6.53,general,Kd,=
2gcd,5.52,general,IC50,=
3zlv,3.52,general,IC50,=
4bda,5.57,general,IC50,=
2f34,6.89,general,Kd,=
5d9p,3.20,general,Kd,=
4eh7,3.28,general,IC50,=
4k3p,5.80,general,Kd,=
1xot,5.42,general,IC50,=
2rjr,1.94,general,IC50,=
4pv5,6.54,general,Ki,=
4l2k,6.44,general,IC50,=
4a9r,7.80,general,IC50,=
1pkx,6.92,general,Ki,=
2iyf,3.75,general,Ki,=
1g4j,8.70,general,Kd,=
2e94,8.00,general,Ki,=
2j9l,4.00,general,Kd,=
1opi,7.30,general,Kd,=
2ybs,4.59,general,IC50,=
2o9a,3.81,general,Kd,=
1e9h,7.46,general,IC50,=
3p2h,5.44,general,Kd,=
4i7c,8.22,general,IC50,=
1we2,4.36,general,Kd,=
4o3a,2.59,general,Ki,=
3iob,3.42,general,Kd,=
1yys,6.33,general,Ki,=
4ci3,6.81,general,Kd,=
4q6f,5.60,general,Kd,=
2dua,4.77,general,Ki,=
4ngp,7.96,general,Ki,=
3q5h,6.25,general,IC50,=
1h60,4.70,general,Kd,=
2clv,7.88,general,Kd,=
4ega,7.19,general,IC50,=
2yxj,9.30,general,Ki,=
4b60,5.43,general,Kd,=
1aq1,8.15,general,IC50,=
1pa9,4.60,general,Ki,=
2yj8,8.19,general,IC50,=
1b05,7.12,general,Kd,=
4rfd,8.05,general,Ki,=
2pvl,7.62,general,Ki,=
2vwl,7.02,general,Ki,=
1au0,7.66,general,Ki,=
3pcc,3.62,general,Ki,=
3fjz,4.05,general,Ki,=
4jof,4.17,general,Ki,=
2f5t,5.17,general,Kd,=
4ce3,3.96,general,Kd,=
3p2e,6.22,general,Kd,=
3tpp,7.82,general,IC50,=
3mho,6.49,general,Kd,=
3ds9,7.39,general,Ki,=
2ke1,5.30,general,Kd,=
4nld,7.70,general,IC50,=
2gmk,3.23,general,Ki,=
4p5e,5.55,general,Ki,=
3tif,5.38,general,Kd,=
4n99,3.67,general,Ki,=
4jfv,6.28,general,Ki,=
4pz8,5.92,general,Kd,=
1okl,6.03,general,Kd,=
4bjx,7.66,general,IC50,=
3lm1,4.70,general,Kd,=
2rnw,2.98,general,Kd,=
4qlk,3.24,general,Ki,=
1prl,4.23,general,Kd,=
3ldw,7.97,general,Ki,=
4a4f,2.88,general,Kd,=
2hah,8.00,general,Ki,=
1ugx,5.91,general,Kd,=
4qw3,6.61,general,IC50,=
2w85,5.04,general,Kd,=
2vfz,3.61,general,Ki,=
2xcn,6.92,general,IC50,=
4y8c,7.96,general,IC50,=
1utj,3.84,general,Kd,=
3e37,5.39,general,IC50,=
1jeu,6.82,general,Kd,=
4dt6,7.23,general,IC50,=
1tt1,8.15,general,IC50,=
1pxp,6.66,general,Ki,=
4ayt,3.70,general,Ki,=
4ixh,8.21,general,IC50,=
5bms,6.34,general,Ki,=
4b6s,6.01,general,Ki,=
3kvw,6.89,general,IC50,=
3s0e,6.55,general,Kd,=
4dst,2.96,general,Kd,=
4hzz,8.08,general,IC50,=
4z2i,7.44,general,IC50,=
2bro,5.85,general,IC50,=
2wq5,3.74,general,Kd,=
4der,6.31,general,Kd,=
2gyi,7.00,general,Ki,<=
1t4e,7.10,general,Kd,=
1d4p,6.30,general,Kd,=
1fsg,5.02,general,IC50,=
5alt,4.88,general,IC50,=
5ald,5.97,general,IC50,=
4aif,4.84,general,Kd,=
2weo,6.93,general,Kd,=
4io3,6.06,general,Kd,=
4v24,8.37,general,Ki,=
4ec0,6.07,general,IC50,=
3rwq,7.46,general,Ki,=
1aw1,1.05,general,Ki,=
3ll8,6.40,general,Kd,=
3czv,7.80,general,Ki,=
1n7m,5.71,general,Kd,=
4mk2,6.14,general,IC50,=
1k9s,6.52,general,Ki,=
1p10,6.70,general,Ki,=
1m5e,7.70,general,IC50,=
2y82,8.40,general,Ki,=
3b8h,4.20,general,Kd,=
3ibu,9.15,general,Ki,=
4yha,6.65,general,Ki,=
3bcn,7.12,general,IC50,=
1bxo,10.00,general,Ki,=
4mm8,6.11,general,Ki,=
1rlp,5.10,general,Kd,=
1hbj,8.52,general,IC50,=
4jpa,8.48,general,IC50,=
2qwd,4.85,general,Ki,=
4ie6,5.55,general,IC50,=
4ppa,9.10,general,Ki,=
4rqv,5.05,general,Kd,=
4ge5,6.57,general,IC50,=
3nnv,7.57,general,IC50,=
1f57,5.64,general,Ki,=
4h36,4.27,general,IC50,=
3prs,7.82,general,Ki,=
3eyd,9.70,general,Ki,=
2lh8,4.18,general,Kd,=
2vww,6.62,general,IC50,=
3ccc,8.10,general,IC50,=
2ynn,5.17,general,Kd,=
4p6e,5.89,general,IC50,=
2z52,5.57,general,IC50,=
